class,cbo,wmc,rfc,lcom,loc
org.springframework.web.socket.handler.TestWebSocketSession,5,32,1,454,108
org.springframework.test.context.junit4.RelativePathSpringJUnit4ClassRunnerAppCtxTests,2,0,0,0,2
org.springframework.web.multipart.MultipartException,2,2,0,1,8
org.springframework.messaging.simp.SimpMessageTypeMessageConditionTests,7,7,13,15,39
org.springframework.web.servlet.i18n.CookieLocaleResolver,11,42,36,135,132
org.springframework.beans.factory.serviceloader.ServiceLoaderTests,8,4,14,6,31
org.springframework.dao.annotation.PersistenceExceptionTranslationPostProcessor,5,3,2,0,14
org.springframework.messaging.handler.invocation.reactive.ArgumentResolverConfigurer,1,2,3,0,10
org.springframework.test.web.servlet.DefaultMvcResult,8,24,9,106,78
org.springframework.jdbc.config.EmbeddedDatabaseBeanDefinitionParser,8,9,12,10,37
org.springframework.jdbc.core.SqlReturnUpdateCount,1,3,0,3,11
org.springframework.web.jsf.DelegatingPhaseListenerMulticaster,8,8,9,15,25
org.springframework.web.reactive.result.method.annotation.InitBinderBindingContextTests,16,8,22,24,75
org.springframework.beans.factory.xml.CountingFactory,2,8,1,15,26
org.springframework.web.reactive.function.server.AbstractRouterFunctionIntegrationTests,5,3,4,3,10
org.springframework.expression.spel.ScenariosForSpringSecurityExpressionTests,13,4,10,6,184
org.springframework.web.reactive.resource.ResourceUrlProviderTests,18,9,28,8,95
org.springframework.web.reactive.function.BodyInsertersTests,30,17,53,0,257
org.springframework.format.datetime.standard.DateTimeFormatterRegistrar,16,19,16,13,64
org.springframework.beans.BeanWrapperImpl,14,24,24,130,107
org.springframework.web.reactive.result.method.annotation.SseIntegrationTests,26,9,30,0,118
org.springframework.test.web.servlet.samples.spr.HttpOptionsTests,11,2,12,0,24
org.springframework.asm.TypePath,3,25,11,0,95
org.springframework.messaging.simp.user.MultiServerUserRegistryTests,12,5,34,0,104
org.springframework.web.servlet.config.CorsBeanDefinitionParser,7,10,20,0,46
org.springframework.aot.hint.ReflectionHints,7,13,29,60,42
org.springframework.http.client.AbstractClientHttpResponse,2,1,2,0,5
org.springframework.http.codec.multipart.MultipartWriterSupport,13,21,19,43,104
org.springframework.core.io.ClassPathResourceTests,4,14,21,17,60
org.springframework.beans.factory.wiring.BeanConfigurerSupport,15,24,23,0,68
org.springframework.test.context.junit.jupiter.ComposedSpringExtensionTests,7,2,7,0,13
org.springframework.messaging.handler.annotation.support.AbstractNamedValueMethodArgumentResolver,11,35,28,41,96
org.springframework.web.servlet.resource.VersionResourceResolverTests,10,10,30,0,113
org.springframework.jdbc.datasource.init.AbstractDatabaseInitializationTests,9,9,14,17,33
org.springframework.jdbc.datasource.SingleConnectionDataSource,7,31,22,64,134
org.springframework.mock.web.MockJspWriter,6,35,26,411,106
org.springframework.test.context.support.MergedTestPropertySources,3,12,7,0,44
org.springframework.http.converter.json.MappingJacksonValue,2,7,0,11,26
org.springframework.dao.support.ChainedPersistenceExceptionTranslator,3,5,4,0,19
org.springframework.aop.framework.autoproxy.AbstractAdvisorAutoProxyCreator,11,14,14,43,62
org.springframework.test.context.configuration.interfaces.WebAppConfigurationInterfaceTests,6,1,2,0,6
org.springframework.web.client.HttpMessageConverterExtractor,14,20,25,0,73
org.springframework.dao.PessimisticLockingFailureException,1,2,0,1,8
org.springframework.jdbc.support.JdbcTransactionManagerTests,24,85,63,0,1440
org.springframework.aop.support.AopUtils,12,45,44,120,130
org.springframework.core.annotation.MergedAnnotationCollectorsTests,9,6,20,15,43
org.springframework.test.context.groovy.DefaultScriptDetectionGroovySpringContextTests,5,1,5,0,12
org.springframework.web.socket.messaging.StompWebSocketIntegrationTests,16,7,18,0,167
org.springframework.test.context.junit4.rules.TimedSpringRuleTests,4,2,0,1,15
org.springframework.jmx.export.naming.IdentityNamingStrategy,3,1,6,0,11
org.springframework.transaction.jta.ManagedTransactionAdapter,3,9,9,0,31
org.springframework.beans.factory.CannotLoadBeanClassException,2,7,0,0,26
org.springframework.web.context.request.async.WebAsyncTask,7,14,3,34,76
org.springframework.web.socket.sockjs.SockJsMessageDeliveryException,1,3,0,0,14
org.springframework.transaction.annotation.AnnotatedServiceImpl,2,1,0,0,4
org.springframework.web.servlet.HandlerExecutionChainTests,7,8,18,0,82
org.springframework.context.support.GenericApplicationContextTests,22,26,63,325,283
org.springframework.mail.javamail.JavaMailSenderTests,19,23,78,171,430
org.springframework.aop.support.RootClassFilterTests,4,4,8,0,22
org.springframework.util.SystemPropertyUtils,4,4,3,0,36
org.springframework.beans.factory.config.YamlMapFactoryBeanTests,6,8,16,0,65
org.springframework.util.InvalidMimeTypeException,0,2,0,0,10
org.springframework.core.env.CustomEnvironmentTests,11,8,18,28,108
org.springframework.http.server.reactive.ListenerWriteProcessorTests,9,4,17,0,98
org.springframework.beans.factory.config.YamlPropertiesFactoryBean,5,8,5,7,26
org.springframework.web.method.annotation.AbstractWebArgumentResolverAdapter,9,10,12,0,35
org.springframework.context.annotation.ComponentScanParserScopedProxyTests,6,5,18,10,41
org.springframework.web.servlet.mvc.condition.ConsumesRequestCondition,9,44,27,42,129
org.springframework.web.reactive.FlushingIntegrationTests,8,9,28,0,70
org.springframework.transaction.annotation.AnnotatedServiceWithoutInterface,1,1,0,0,4
org.springframework.context.support.ResourceConverter,3,1,0,0,5
org.springframework.context.groovy.Bean1Impl,1,8,1,20,30
org.springframework.core.convert.support.StringToCharacterConverter,2,3,3,0,11
org.springframework.web.socket.config.TestHandshakeHandler,4,1,0,0,5
org.springframework.web.servlet.handler.HandlerMappingIntrospector,23,29,42,23,179
org.springframework.util.xml.AbstractStaxHandlerTests,10,9,20,0,62
org.springframework.context.index.sample.type.AbstractRepo,3,0,0,0,2
org.springframework.jms.config.MethodJmsListenerEndpointTests,37,42,72,528,396
org.springframework.beans.factory.support.ManagedPropertiesTests,2,6,12,15,46
org.springframework.web.multipart.support.StandardServletMultipartResolverTests,3,2,6,1,41
org.springframework.cache.concurrent.ConcurrentMapCacheFactoryBean,6,10,2,16,32
org.springframework.test.web.client.response.ResponseCreatorsTests,4,10,23,45,69
org.springframework.test.web.servlet.samples.standalone.resultmatchers.JsonPathAssertionTests,4,6,23,0,38
org.springframework.test.context.junit4.profile.annotation.DevProfileConfig,4,1,3,0,9
org.springframework.jms.listener.adapter.AbstractAdaptableMessageListener,24,43,38,250,228
org.springframework.web.servlet.function.DefaultServerRequestBuilder,15,18,24,45,237
org.springframework.util.MimeTypeUtils,10,46,39,45,196
org.springframework.jms.support.JmsAccessor,11,16,14,68,50
org.springframework.aop.framework.MethodInvocationTests,4,2,8,1,24
org.springframework.core.testfixture.io.buffer.LeakAwareDataBuffer,5,9,12,32,44
org.springframework.test.context.junit4.annotation.DefaultConfigClassesBaseTests,7,1,5,0,16
org.springframework.jdbc.support.SQLStateExceptionTranslatorTests,2,4,9,0,26
org.springframework.messaging.simp.stomp.DefaultStompSession,35,84,86,461,472
org.springframework.aop.config.PointcutEntry,1,2,0,0,9
org.springframework.jca.endpoint.GenericMessageEndpointFactory,9,5,6,4,71
org.springframework.web.reactive.socket.client.StandardWebSocketClient,17,13,25,49,72
org.springframework.web.socket.server.standard.WebSphereRequestUpgradeStrategy,13,5,13,1,33
org.springframework.http.codec.FormHttpMessageReaderTests,11,7,32,9,54
org.springframework.core.style.StylerUtils,2,1,1,0,6
org.springframework.orm.jpa.vendor.HibernateJpaVendorAdapter,10,17,10,37,60
org.springframework.jdbc.support.SQLExceptionCustomTranslatorTests,9,3,9,0,21
org.springframework.test.context.transaction.manager.LookUpTxMgrNonTransactionalTests,4,1,2,0,14
org.springframework.jdbc.core.test.ConstructorPersonWithGenerics,0,5,0,2,24
org.springframework.web.socket.client.standard.AnnotatedEndpointConnectionManager,10,17,13,15,70
org.springframework.expression.spel.InProgressTests,3,18,6,153,72
org.springframework.web.method.annotation.RequestParamMapMethodArgumentResolverTests,19,8,28,0,119
org.springframework.jdbc.core.test.ConcretePerson,1,2,0,0,9
test.mixin.LockedException,0,1,0,0,4
org.springframework.web.util.UriComponents,8,41,24,347,130
org.springframework.web.reactive.result.view.script.ScriptTemplateViewResolver,4,5,6,6,16
org.springframework.beans.support.PropertyComparatorTests,3,13,10,6,70
org.springframework.ejb.config.RemoteStatelessSessionBeanDefinitionParser,3,1,0,0,5
org.springframework.jmx.export.UnableToRegisterMBeanException,1,2,0,1,8
org.springframework.web.filter.ForwardedHeaderFilter,12,12,6,17,229
org.springframework.jms.config.AnnotationDrivenJmsBeanDefinitionParser,11,7,21,3,44
org.springframework.jms.MessageEOFException,2,1,0,0,5
org.springframework.test.util.JsonPathExpectationsHelperTests,2,50,16,0,171
org.springframework.core.env.JOptCommandLinePropertySourceTests,8,12,20,66,112
org.springframework.test.context.junit4.rules.RepeatedSpringRuleTests,11,3,6,3,61
org.springframework.expression.spel.ast.StringLiteral,5,5,7,4,24
org.springframework.aop.aspectj.ImplicitJPArgumentMatchingAtAspectJTests,2,1,2,0,10
org.springframework.core.testfixture.io.buffer.LeakAwareDataBufferFactory,8,15,27,4,56
org.springframework.web.servlet.mvc.condition.PatternsRequestConditionTests,5,19,17,171,132
org.springframework.web.reactive.result.condition.ProducesRequestCondition,11,56,39,112,196
org.springframework.util.unit.DataSize,5,28,19,50,87
org.springframework.web.socket.config.TestMessageCodec,1,3,0,3,11
org.springframework.beans.factory.serviceloader.ServiceListFactoryBean,2,3,1,1,12
org.springframework.transaction.support.TransactionTemplate,13,19,14,0,66
org.springframework.web.reactive.result.condition.RequestMethodsRequestCondition,7,32,22,15,85
org.springframework.web.reactive.function.server.DispatcherHandlerIntegrationTests,11,5,16,0,128
org.springframework.web.reactive.function.server.SseHandlerFunctionIntegrationTests,11,5,24,0,85
org.springframework.cache.interceptor.AbstractCacheInvoker,6,14,13,16,58
org.springframework.http.codec.multipart.DefaultParts,14,5,4,6,167
org.springframework.test.context.transaction.TransactionContext,7,14,11,0,56
org.springframework.jdbc.support.SQLExceptionSubclassTranslator,13,15,2,1,42
org.springframework.beans.factory.FactoryBeanNotInitializedException,1,2,0,1,8
org.springframework.asm.FieldVisitor,4,18,4,0,39
org.springframework.messaging.handler.annotation.MessagingPredicates,2,6,4,15,66
org.springframework.http.client.InterceptingClientHttpRequest,9,5,2,2,51
org.springframework.test.context.testng.AbstractTestNGSpringContextTests,21,17,17,13,72
org.springframework.core.codec.NettyByteBufEncoder,12,7,15,6,25
org.springframework.mock.web.MockMultipartFile,4,15,3,0,46
org.springframework.web.servlet.function.ErrorHandlingServerResponse,13,8,9,1,49
org.springframework.web.socket.server.standard.AbstractStandardUpgradeStrategy,22,12,17,19,58
org.springframework.web.method.annotation.MapMethodProcessorTests,14,6,21,0,32
org.springframework.web.reactive.function.server.RenderingResponseIntegrationTests,12,6,25,8,74
org.springframework.web.context.support.ServletRequestHandledEvent,3,11,9,19,65
org.springframework.aop.support.PointcutsTests,8,9,8,0,145
org.springframework.web.socket.adapter.AbstractWebSocketSession,14,27,20,81,72
org.springframework.http.codec.multipart.MultipartUtils,4,11,8,10,43
org.springframework.test.context.TestContextManagerTests,6,4,12,1,64
org.springframework.jms.support.converter.MappingJackson2MessageConverter,16,48,41,222,202
org.springframework.test.web.servlet.samples.client.standalone.resultmatches.ModelAssertionTests,9,6,26,15,42
org.springframework.web.servlet.DispatcherServletTests,45,85,78,0,618
org.springframework.web.reactive.function.server.support.DispatcherHandlerIntegrationTests,9,2,9,1,27
org.springframework.messaging.simp.stomp.StompEncoder,11,34,39,19,156
org.springframework.web.socket.sockjs.client.WebSocketClientSockJsSession,11,27,12,0,57
org.springframework.expression.spel.support.ReflectivePropertyAccessor,13,122,59,164,486
org.springframework.cache.config.AnnotationDrivenCacheConfigTests,3,1,0,0,5
org.springframework.validation.beanvalidation.MethodValidationInterceptor,12,17,25,13,62
org.springframework.http.codec.cbor.Jackson2CborEncoderTests,11,6,20,0,43
org.springframework.context.annotation.ComponentScanAnnotatedConfig_WithValueAttribute,4,1,0,0,5
org.springframework.web.servlet.mvc.method.annotation.ServletWebArgumentResolverAdapter,6,2,3,1,11
org.springframework.orm.jpa.JpaTransactionManager,32,84,70,407,401
org.springframework.test.context.cache.ContextCacheUtilsTests,4,9,7,36,36
org.springframework.web.servlet.config.annotation.ResourceHandlerRegistryTests,23,14,48,0,127
org.springframework.expression.spel.PropertyAccessTests,17,19,36,171,197
org.springframework.orm.hibernate5.HibernateOptimisticLockingFailureException,4,3,3,3,11
org.springframework.http.client.support.ProxyFactoryBeanTests,3,5,13,0,32
org.springframework.web.server.adapter.DefaultServerWebExchange,23,62,62,261,208
org.springframework.web.servlet.view.feed.AbstractAtomFeedView,7,5,3,8,18
org.springframework.test.web.servlet.setup.StandaloneMockMvcBuilder,34,36,28,362,278
org.springframework.beans.BeanInstantiationException,2,7,3,0,35
org.springframework.context.annotation.AnnotationScopeMetadataResolverTests,14,9,14,0,76
org.springframework.core.io.UrlResource,4,30,26,45,117
org.springframework.core.convert.support.CharacterToNumberFactory,4,1,0,0,14
org.springframework.web.servlet.view.json.MappingJackson2JsonViewTests,24,25,53,0,263
org.springframework.beans.propertyeditors.CustomNumberEditor,2,12,9,0,47
org.springframework.core.codec.ResourceDecoder,15,8,13,6,44
org.springframework.core.SimpleAliasRegistry,7,30,22,0,116
org.springframework.beans.FatalBeanException,2,2,0,1,8
org.springframework.test.context.support.ContextLoaderUtilsConfigurationAttributesTests,20,15,16,105,88
org.springframework.web.servlet.mvc.condition.PatternsRequestCondition,7,65,32,0,181
org.springframework.aop.aspectj.annotation.MakeAnnotatedTypeModifiable,5,0,0,0,3
org.springframework.aop.config.AopNamespaceHandlerAdviceOrderIntegrationTests,0,0,0,0,54
org.springframework.test.context.transaction.ejb.CommitForRequiredEjbTxDaoTests,3,0,0,0,2
org.springframework.test.web.servlet.samples.standalone.resultmatchers.UrlAssertionTests,4,5,9,0,26
org.springframework.scripting.support.RefreshableScriptTargetSource,4,4,3,0,19
org.springframework.beans.factory.xml.DefaultNamespaceHandlerResolver,6,17,17,1,76
org.springframework.util.CollectionUtils,12,72,35,274,201
org.springframework.web.reactive.function.client.DefaultExchangeStrategiesBuilder,5,6,6,0,48
org.springframework.beans.factory.support.RootBeanDefinition,9,69,29,622,244
org.springframework.test.context.jdbc.RepeatableSqlAnnotationSqlScriptsParentTests,9,2,1,1,8
org.springframework.jdbc.core.ArgumentTypePreparedStatementSetter,7,18,3,0,43
org.springframework.test.context.junit4.statements.RunBeforeTestClassCallbacks,2,2,2,0,12
org.springframework.jmx.MBeanServerNotFoundException,1,2,0,1,8
org.springframework.aop.framework.NullPrimitiveTests,7,2,6,1,29
org.springframework.web.context.XmlWebApplicationContextTests,14,9,30,9,106
org.springframework.web.method.annotation.RequestHeaderMapMethodArgumentResolverTests,13,6,12,0,65
org.springframework.test.context.junit4.profile.resolver.ClassNameActiveProfilesResolverTests,8,1,9,0,8
org.springframework.jdbc.core.metadata.OracleTableMetaDataProvider,5,15,20,6,88
org.springframework.web.socket.sockjs.support.AbstractSockJsService,17,78,62,515,303
org.springframework.web.servlet.mvc.condition.ParamsRequestCondition,7,22,11,0,93
